epoch,train_loss,train_acc,val_loss,val_acc
1,5.098994946479797,0.015625,5.637538433074951,0.00625
2,4.953949904441833,0.0140625,6.022618579864502,0.00625
3,4.8156174421310425,0.028125,4.858480310440063,0.003125
4,4.703925514221192,0.0328125,5.445962429046631,0.03125
5,4.638033533096314,0.034375,4.7242018699646,0.021875
6,4.620841073989868,0.0390625,4.598290920257568,0.021875
7,4.543258237838745,0.040625,4.606971359252929,0.01875
8,4.593357992172241,0.04375,4.769984865188599,0.0125
9,4.523598480224609,0.0421875,4.51006236076355,0.03125
10,4.420998001098633,0.0609375,4.696562767028809,0.028125
11,4.551496577262879,0.0421875,4.591447639465332,0.040625
12,4.47218804359436,0.0421875,4.8529801845550535,0.028125
13,4.4561917066574095,0.0375,4.707242870330811,0.028125
14,4.5170045614242555,0.046875,4.607154512405396,0.034375
15,4.3612854957580565,0.05625,4.546410751342774,0.03125
16,4.415708017349243,0.05,4.6633929252624515,0.034375
17,4.375123500823975,0.06875,4.649718618392944,0.034375
18,4.3569564580917355,0.071875,4.654064083099366,0.03125
19,4.306329298019409,0.0609375,4.475019550323486,0.040625
20,4.217381715774536,0.08125,4.5374082088470455,0.046875
21,4.286135911941528,0.075,4.588740730285645,0.034375
22,4.305585896968841,0.065625,4.528638124465942,0.034375
23,4.32259966135025,0.0640625,4.548875236511231,0.028125
24,4.276866030693054,0.065625,4.5229651927948,0.0375
25,4.212493968009949,0.084375,4.6024140357971195,0.040625
26,4.241541075706482,0.0734375,4.507254123687744,0.0375
27,4.233150780200958,0.1,4.501356220245361,0.034375
28,4.166912615299225,0.084375,4.590302610397339,0.0375
29,4.18672159910202,0.096875,4.417532587051392,0.040625
30,4.228433763980865,0.06875,4.386757659912109,0.04375
31,4.142845225334168,0.078125,4.421147394180298,0.04375
32,4.09142245054245,0.1015625,4.612864637374878,0.04375
33,4.110241258144379,0.103125,4.44007625579834,0.046875
34,4.107243394851684,0.1203125,4.433169364929199,0.053125
35,3.999854266643524,0.109375,4.698077583312989,0.05
36,4.048908734321595,0.1,4.728536081314087,0.034375
37,4.051998782157898,0.115625,4.429406690597534,0.059375
38,4.016965305805206,0.1171875,4.325962162017822,0.065625
39,4.010806906223297,0.125,4.405817604064941,0.040625
40,4.083124446868896,0.0796875,4.42565951347351,0.046875
41,4.063438034057617,0.115625,4.4308753490448,0.05625
42,4.012701833248139,0.1171875,4.483942556381225,0.040625
43,3.9343369126319887,0.14375,4.417805004119873,0.046875
44,4.013910305500031,0.109375,4.3226312637329105,0.046875
45,3.9693880319595336,0.1375,4.3719799518585205,0.065625
46,3.893528664112091,0.1328125,4.452972936630249,0.059375
47,3.833043563365936,0.15625,4.510121631622314,0.034375
48,3.8739983320236204,0.1296875,4.382043480873108,0.05625
49,3.8191201090812683,0.1640625,4.423529863357544,0.04375
50,3.8330005288124083,0.1609375,4.400491714477539,0.04375
